archivo,linea,funcion,fragmento
template-parts/quote-form.php,259,esc_html_e,"<label for=""ce_company<?php echo esc_attr( $ce_quote_id_suffix ); ?>""><?php esc_html_e( 'Empresa', 'ce-construction' ); ?></label>"
template-parts/quote-form.php,266,esc_html_e,"<label for=""ce_service<?php echo esc_attr( $ce_quote_id_suffix ); ?>""><?php esc_html_e( 'Servicio requerido', 'ce-construction' ); ?> <span class=""required"">..."
template-parts/quote-form.php,268,esc_html_e,"<option value=""""><?php esc_html_e( 'Selecciona un servicio', 'ce-construction' ); ?></option>"
template-parts/quote-form.php,274,esc_attr_e,"<option value=""<?php esc_attr_e( 'Otro', 'ce-construction' ); ?>""><?php esc_html_e( 'Otro', 'ce-construction' ); ?></option>"
template-parts/quote-form.php,274,esc_html_e,"<option value=""<?php esc_attr_e( 'Otro', 'ce-construction' ); ?>""><?php esc_html_e( 'Otro', 'ce-construction' ); ?></option>"
template-parts/quote-form.php,300,esc_html_e,"<label for=""ce_message<?php echo esc_attr( $ce_quote_id_suffix ); ?>""><?php esc_html_e( 'Mensaje', 'ce-construction' ); ?> <span class=""required"">*</span></l..."
template-parts/quote-form.php,301,esc_attr_e,"<textarea id=""ce_message<?php echo esc_attr( $ce_quote_id_suffix ); ?>"" name=""message"" rows=""4"" required minlength=""10"" placeholder=""<?php esc_attr_e( 'Cuént..."
template-parts/quote-form.php,306,esc_html_e,"<label><?php esc_html_e( 'Adjuntar archivo (opcional, máx. 5MB — PDF, JPG, PNG, WEBP)', 'ce-construction' ); ?></label>"
template-parts/quote-form.php,310,esc_html_e,"<span class=""ce-field--file__label""><?php esc_html_e( 'Haz clic o arrastra un archivo aquí', 'ce-construction' ); ?></span>"
template-parts/quote-form.php,316,esc_html_e,"<span class=""ce-btn__label""><?php esc_html_e( 'Enviar Solicitud', 'ce-construction' ); ?></span>"
template-parts/content-servicio.php,32,esc_html_e,"<?php esc_html_e( 'Conocer más', 'ce-construction' ); ?>"
template-parts/trust-badges.php,113,esc_html_e,"<span class=""ce-eyebrow""><?php esc_html_e( 'Confianza y Respaldo', 'ce-construction' ); ?></span>"
template-parts/trust-badges.php,114,esc_html_e,"<h2 class=""ce-section-title""><?php esc_html_e( 'Licencias, Certificaciones y Afiliaciones', 'ce-construction' ); ?></h2>"
template-parts/trust-badges.php,140,esc_html__,"esc_html__( 'Lic. %s', 'ce-construction' ),"
template-parts/trust-badges.php,162,esc_html__,"esc_html__( 'Lic. %s', 'ce-construction' ),"
template-parts/team.php,47,esc_html_e,"<span class=""ce-eyebrow""><?php esc_html_e( 'Nuestra Gente', 'ce-construction' ); ?></span>"
template-parts/team.php,48,esc_html_e,"<h2 class=""ce-section-title""><?php esc_html_e( 'Conoce a Nuestro Equipo', 'ce-construction' ); ?></h2>"
template-parts/team.php,50,esc_html_e,"<?php esc_html_e( 'Profesionales certificados y comprometidos con la calidad y seguridad de cada proyecto que ejecutamos.', 'ce-construction' ); ?>"
template-parts/team.php,66,esc_html_e,"<?php esc_html_e( 'Ver todo el equipo', 'ce-construction' ); ?>"
template-parts/offer-popup.php,54,esc_attr_e,"<button type=""button"" class=""ce-modal__close"" aria-label=""<?php esc_attr_e( 'Cerrar', 'ce-construction' ); ?>"">"
template-parts/cta.php,58,__,"? __( '¿Prefieres que te contactemos nosotros?', 'ce-construction' )"
template-parts/cta.php,59,__,": __( '¿Listo para construir tu próximo proyecto?', 'ce-construction' )"
template-parts/cta.php,62,__,"? __( 'Déjanos tus datos y un asesor se comunicará contigo para resolver tus dudas antes de que decidas.', 'ce-construction' )"
template-parts/cta.php,63,__,": __( 'Solicita una cotización gratuita y un asesor se pondrá en contacto contigo en menos de 24 horas.', 'ce-construction' )"
template-parts/cta.php,65,__,"$btn_text = get_theme_mod( $ce_cta_prefix . 'btn_text', __( 'Solicitar Cotización', 'ce-construction' ) );"
template-parts/cta.php,114,esc_html_e,"<?php esc_html_e( 'Escríbenos', 'ce-construction' ); ?>"
template-parts/testimonials-full.php,94,esc_html_e,"<span class=""ce-eyebrow""><?php esc_html_e( 'Testimonios', 'ce-construction' ); ?></span>"
template-parts/testimonials-full.php,95,esc_html_e,"<h2 class=""ce-section-title""><?php esc_html_e( 'Todos Nuestros Testimonios', 'ce-construction' ); ?></h2>"
template-parts/testimonials-full.php,117,esc_attr_e,"<nav class=""ce-mt-6"" aria-label=""<?php esc_attr_e( 'Paginación de testimonios', 'ce-construction' ); ?>"">"
template-parts/testimonials-full.php,124,esc_html__,"'prev_text' => '<i class=""fa-solid fa-arrow-left"" aria-hidden=""true""></i> ' . esc_html__( 'Anterior', 'ce-construction' ),"
template-parts/testimonials-full.php,125,esc_html__,"'next_text' => esc_html__( 'Siguiente', 'ce-construction' ) . ' <i class=""fa-solid fa-arrow-right"" aria-hidden=""true""></i>',"
template-parts/projects.php,25,esc_html_e,"<span class=""ce-eyebrow""><?php esc_html_e( 'Nuestro trabajo', 'ce-construction' ); ?></span>"
template-parts/projects.php,26,esc_html_e,"<h2 class=""ce-section-title""><?php esc_html_e( 'Proyectos Destacados', 'ce-construction' ); ?></h2>"
template-parts/projects.php,28,esc_html_e,"<?php esc_html_e( 'Una muestra de los proyectos que hemos ejecutado con éxito para nuestros clientes.', 'ce-construction' ); ?>"
template-parts/projects.php,62,date_i18n,"<span><i class=""fa-regular fa-calendar"" aria-hidden=""true""></i> <?php echo esc_html( date_i18n( get_option( 'date_format' ), strtotime( $fecha ) ) ); ?></span>"
template-parts/projects.php,66,esc_html_e,"<?php esc_html_e( 'Ver proyecto', 'ce-construction' ); ?>"
template-parts/projects.php,79,esc_html_e,"<?php esc_html_e( 'Ver todos los proyectos', 'ce-construction' ); ?>"
template-parts/why-us.php,15,__,"'title' => __( 'Calidad en cada detalle', 'ce-construction' ),"
template-parts/why-us.php,16,__,"'text'  => __( 'Cuidamos cada etapa de la remodelación para garantizar acabados de calidad y resultados que superen tus expectativas.', 'ce-construction' ),"
template-parts/why-us.php,20,__,"'title' => __( 'Cumplimiento de Plazos', 'ce-construction' ),"
template-parts/why-us.php,21,__,"'text'  => __( 'Planificación detallada para entregar cada proyecto en el tiempo acordado.', 'ce-construction' ),"
template-parts/why-us.php,25,__,"'title' => __( 'Presupuestos Transparentes', 'ce-construction' ),"
template-parts/why-us.php,26,__,"'text'  => __( 'Cotizaciones claras, sin costos ocultos, ajustadas a tu presupuesto real.', 'ce-construction' ),"
template-parts/why-us.php,30,__,"'title' => __( 'Experiencia que transforma', 'ce-construction' ),"
template-parts/why-us.php,31,__,"'text'  => __( 'Más de una década de experiencia nos permite afrontar cada remodelación con precisión, criterio y profesionalismo.', 'ce-construction' ),"
template-parts/why-us.php,35,__,"'title' => __( 'Materiales de Calidad', 'ce-construction' ),"
template-parts/why-us.php,36,__,"'text'  => __( 'Trabajamos únicamente con proveedores certificados y materiales duraderos.', 'ce-construction' ),"
template-parts/why-us.php,40,__,"'title' => __( 'Acompañamiento de principio a fin', 'ce-construction' ),"
template-parts/why-us.php,41,__,"'text'  => __( 'Te acompañamos durante todo el proceso, desde la planificación hasta los últimos detalles de tu remodelación.', 'ce-construction' ),"
template-parts/why-us.php,48,esc_html_e,"<span class=""ce-eyebrow""><?php esc_html_e( 'Ventajas', 'ce-construction' ); ?></span>"
template-parts/why-us.php,49,esc_html_e,"<h2 class=""ce-section-title""><?php esc_html_e( '¿Por Qué Elegirnos?', 'ce-construction' ); ?></h2>"
template-parts/testimonials.php,43,esc_html_e,"<span class=""ce-eyebrow""><?php esc_html_e( 'Testimonios', 'ce-construction' ); ?></span>"
template-parts/testimonials.php,44,esc_html_e,"<h2 class=""ce-section-title""><?php esc_html_e( 'Lo Que Dicen Nuestros Clientes', 'ce-construction' ); ?></h2>"
template-parts/testimonials.php,71,esc_attr_e,"<button class=""ce-slider-arrow ce-slider-arrow--prev"" aria-label=""<?php esc_attr_e( 'Testimonio anterior', 'ce-construction' ); ?>"">"
template-parts/testimonials.php,74,esc_attr_e,"<button class=""ce-slider-arrow ce-slider-arrow--next"" aria-label=""<?php esc_attr_e( 'Testimonio siguiente', 'ce-construction' ); ?>"">"
template-parts/testimonials.php,84,esc_html_e,"<?php esc_html_e( 'Ver todos los testimonios', 'ce-construction' ); ?>"
template-parts/content-testimonio-card.php,94,__,"aria-label=""<?php echo esc_attr( sprintf( /* translators: %s: nombre del autor del testimonio */ __( 'Reproducir video del testimonio de %s', 'ce-constructio..."
template-parts/clients.php,50,esc_html_e,"<span class=""ce-eyebrow""><?php esc_html_e( 'Confianza', 'ce-construction' ); ?></span>"
template-parts/clients.php,51,esc_html_e,"<h2 class=""ce-section-title""><?php esc_html_e( 'Empresas Que Confían en Nosotros', 'ce-construction' ); ?></h2>"
template-parts/clients.php,53,esc_html_e,"<?php esc_html_e( 'Un vistazo a algunas de las empresas y organizaciones que hemos acompañado en sus proyectos de construcción.', 'ce-construction' ); ?>"
template-parts/clients.php,69,esc_html_e,"<?php esc_html_e( 'Ver todos los clientes', 'ce-construction' ); ?>"
template-parts/hero.php,151,__,"$title    = get_theme_mod( 'ce_hero_title', __( 'Construimos con precisión, entregamos con confianza', 'ce-construction' ) );"
template-parts/hero.php,152,__,"$subtitle = get_theme_mod( 'ce_hero_subtitle', __( 'Más de una década ejecutando proyectos residenciales, comerciales e industriales con los más altos estánd..."
template-parts/hero.php,153,__,"$btn1_text = get_theme_mod( 'ce_hero_btn1_text', __( 'Cotización Gratuita', 'ce-construction' ) );"
template-parts/hero.php,165,__,"$btn2_text = get_theme_mod( 'ce_hero_btn2_text', __( 'Ver Proyectos', 'ce-construction' ) );"
template-parts/hero.php,235,esc_html_e,"<span class=""ce-eyebrow""><?php esc_html_e( 'CE Construction', 'ce-construction' ); ?></span>"
template-parts/hero.php,257,esc_html_e,"<span class=""ce-eyebrow""><?php esc_html_e( 'CE Construction', 'ce-construction' ); ?></span>"
template-parts/hero.php,285,esc_attr_e,"<a href=""#ce-about"" class=""ce-hero__scroll"" aria-label=""<?php esc_attr_e( 'Desplázate hacia abajo', 'ce-construction' ); ?>"">"
inc/cpt-equipo.php,15,__,"'name'          => __( 'Equipo', 'ce-construction' ),"
inc/cpt-equipo.php,16,__,"'singular_name' => __( 'Miembro del Equipo', 'ce-construction' ),"
inc/cpt-equipo.php,17,__,"'add_new_item'  => __( 'Añadir Miembro', 'ce-construction' ),"
inc/cpt-equipo.php,18,__,"'edit_item'     => __( 'Editar Miembro', 'ce-construction' ),"
inc/cpt-equipo.php,19,__,"'all_items'     => __( 'Todo el Equipo', 'ce-construction' ),"
inc/cpt-equipo.php,20,__,"'menu_name'     => __( 'Equipo', 'ce-construction' ),"
inc/customizer.php,220,esc_html_e,"<em class=""ce-home-builder-item__note""><?php esc_html_e( '(próximamente)', 'ce-construction' ); ?></em>"
inc/customizer.php,243,__,"'title'       => __( 'CE: Home Builder', 'ce-construction' ),"
inc/customizer.php,244,__,"'description' => __( 'Activa o desactiva cada sección del Home con la casilla, y arrástrala desde el ícono ⠿ para cambiar su orden. Publica para aplicar los ..."
inc/customizer.php,255,__,"'label'   => __( 'Secciones del Home', 'ce-construction' ),"
inc/customizer.php,263,__,"'title'    => __( 'CE: Identidad y Colores', 'ce-construction' ),"
inc/customizer.php,268,__,"'ce_color_primary'   => array( '#0F2A43', __( 'Color Primario', 'ce-construction' ) ),"
inc/customizer.php,269,__,"'ce_color_secondary' => array( '#D98E29', __( 'Color Secundario', 'ce-construction' ) ),"
inc/customizer.php,270,__,"'ce_color_accent'    => array( '#1E6F5C', __( 'Color de Acento', 'ce-construction' ) ),"
inc/customizer.php,301,__,"'title'    => __( 'CE: Tipografía', 'ce-construction' ),"
inc/customizer.php,310,__,"'label'    => __( 'Fuente de Títulos', 'ce-construction' ),"
inc/customizer.php,325,__,"'label'   => __( 'Fuente de Texto', 'ce-construction' ),"
inc/customizer.php,339,__,"'title'    => __( 'CE: Contacto y Horario', 'ce-construction' ),"
inc/customizer.php,344,__,"'ce_phone'           => array( 'text', __( 'Teléfono principal', 'ce-construction' ) ),"
inc/customizer.php,345,__,"'ce_whatsapp_number' => array( 'text', __( 'Número de WhatsApp (formato internacional, ej: 573001234567)', 'ce-construction' ) ),"
inc/customizer.php,346,__,"'ce_email'           => array( 'text', __( 'Correo de contacto', 'ce-construction' ) ),"
inc/customizer.php,347,__,"'ce_address'         => array( 'text', __( 'Dirección', 'ce-construction' ) ),"
inc/customizer.php,348,__,"'ce_schedule'        => array( 'textarea', __( 'Horario de atención', 'ce-construction' ) ),"
inc/customizer.php,349,__,"'ce_maps_embed_url'  => array( 'text', __( 'URL de Google Maps (embed src)', 'ce-construction' ) ),"
inc/customizer.php,366,__,"'title'    => __( 'CE: Redes Sociales', 'ce-construction' ),"
inc/customizer.php,387,__,"'title'    => __( 'CE: Sección Hero', 'ce-construction' ),"
inc/customizer.php,393,__,"'label'    => __( 'Imagen de fondo del Hero', 'ce-construction' ),"
inc/customizer.php,411,__,"'label'       => __( 'Tipo de fondo del Hero', 'ce-construction' ),"
inc/customizer.php,412,__,"'description' => __( 'En modo Video, si no se sube ningún video (o el navegador no puede reproducirlo), el Hero usa automáticamente la imagen de fondo config..."
inc/customizer.php,416,__,"'image'  => __( 'Imagen (por defecto)', 'ce-construction' ),"
inc/customizer.php,417,__,"'video'  => __( 'Video', 'ce-construction' ),"
inc/customizer.php,418,__,"'slider' => __( 'Slider (varias imágenes)', 'ce-construction' ),"
inc/customizer.php,425,__,"'label'       => __( 'Video de fondo del Hero (solo si el tipo es ""Video"")', 'ce-construction' ),"
inc/customizer.php,426,__,"'description' => __( 'Se reproduce en bucle, silenciado y sin controles. Usa un archivo liviano (recomendado: menos de 10MB, MP4 H.264).', 'ce-construction' ),"
inc/customizer.php,443,__,"'label'       => __( 'Imágenes del slider del Hero (solo si el tipo es ""Slider"")', 'ce-construction' ),"
inc/customizer.php,444,__,"'description' => __( 'Añade una o varias imágenes; se reproducen en bucle automático, igual que el slider de Testimonios. Usa las flechas para reordenar y la..."
inc/customizer.php,455,__,"'label'       => __( 'Intensidad del overlay oscuro', 'ce-construction' ),"
inc/customizer.php,456,__,"'description' => __( 'De 0 (sin overlay, fondo a la vista) a 1 (overlay al 100%, como hasta ahora). Por defecto: 1 — mismo aspecto que antes de este Entregab..."
inc/customizer.php,484,__,"'label'       => __( 'Color del overlay', 'ce-construction' ),"
inc/customizer.php,485,__,"'description' => __( 'Por defecto: el mismo azul institucional oscuro ya usado hasta ahora.', 'ce-construction' ),"
inc/customizer.php,496,__,"'label'       => __( 'Dirección del gradiente del overlay', 'ce-construction' ),"
inc/customizer.php,497,__,"'description' => __( 'Por defecto: ""Diagonal"", igual que hasta ahora.', 'ce-construction' ),"
inc/customizer.php,501,__,"'diagonal'  => __( 'Diagonal (por defecto)', 'ce-construction' ),"
inc/customizer.php,502,__,"'to-bottom' => __( 'De arriba hacia abajo', 'ce-construction' ),"
inc/customizer.php,503,__,"'to-top'    => __( 'De abajo hacia arriba', 'ce-construction' ),"
inc/customizer.php,504,__,"'to-right'  => __( 'De izquierda a derecha', 'ce-construction' ),"
inc/customizer.php,505,__,"'to-left'   => __( 'De derecha a izquierda', 'ce-construction' ),"
inc/customizer.php,516,__,"'label'       => __( 'Extensión del oscurecimiento', 'ce-construction' ),"
inc/customizer.php,517,__,"'description' => __( 'Hasta qué % del Hero se extiende el oscurecimiento antes de mantenerse plano (más allá de ese punto no se oscurece más, dejando el rest..."
inc/customizer.php,524,__,"'100' => __( '100% (por defecto)', 'ce-construction' ),"
inc/customizer.php,544,__,"'label'       => __( 'Layout de columnas del Hero (solo Home)', 'ce-construction' ),"
inc/customizer.php,545,__,"'description' => __( 'Proporción de ancho entre el contenido (título/subtítulo/botones) y el Formulario de Cotización, cuando este último está activado abajo..."
inc/customizer.php,549,__,"'1' => __( 'Una columna (ancho completo)', 'ce-construction' ),"
inc/customizer.php,550,__,"'2' => __( 'Dos columnas — contenido 7 / formulario 5', 'ce-construction' ),"
inc/customizer.php,551,__,"'3' => __( 'Dos columnas — contenido 8 / formulario 4', 'ce-construction' ),"
inc/customizer.php,562,__,"'label'       => __( 'Mostrar el Formulario de Cotización dentro del Hero', 'ce-construction' ),"
inc/customizer.php,563,__,"'description' => __( 'Combinable con cualquier layout de arriba. Con layout ""Una columna"", el formulario aparece debajo del contenido (apilado); con ""Dos col..."
inc/customizer.php,585,__,"'label'       => __( 'Opacidad del panel del Formulario de Cotización (Hero)', 'ce-construction' ),"
inc/customizer.php,586,__,"'description' => __( 'De 0 (panel totalmente transparente, se ve la imagen del Hero a través de él) a 1 (panel totalmente sólido). Solo afecta al panel del F..."
inc/customizer.php,598,__,"'ce_hero_title'    => __( 'Título principal', 'ce-construction' ),"
inc/customizer.php,599,__,"'ce_hero_subtitle' => __( 'Subtítulo', 'ce-construction' ),"
inc/customizer.php,600,__,"'ce_hero_btn1_text'=> __( 'Texto botón 1 (Cotización)', 'ce-construction' ),"
inc/customizer.php,601,__,"'ce_hero_btn1_url' => __( 'URL botón 1', 'ce-construction' ),"
inc/customizer.php,602,__,"'ce_hero_btn2_text'=> __( 'Texto botón 2 (Ver Proyectos)', 'ce-construction' ),"
inc/customizer.php,603,__,"'ce_hero_btn2_url' => __( 'URL botón 2', 'ce-construction' ),"
inc/customizer.php,618,__,"'title'    => __( 'CE: Sección CTA', 'ce-construction' ),"
inc/customizer.php,622,__,"'ce_cta_title'    => __( 'Título CTA', 'ce-construction' ),"
inc/customizer.php,623,__,"'ce_cta_text'     => __( 'Texto CTA', 'ce-construction' ),"
inc/customizer.php,624,__,"'ce_cta_btn_text' => __( 'Texto del botón CTA', 'ce-construction' ),"
inc/customizer.php,625,__,"'ce_cta_btn_url'  => __( 'URL del botón CTA', 'ce-construction' ),"
inc/customizer.php,652,__,"'fa-solid fa-paper-plane'   => __( 'Avión de papel (envío) — por defecto', 'ce-construction' ),"
inc/customizer.php,653,__,"'fa-solid fa-arrow-right'   => __( 'Flecha derecha', 'ce-construction' ),"
inc/customizer.php,654,__,"'fa-solid fa-phone'         => __( 'Teléfono', 'ce-construction' ),"
inc/customizer.php,655,__,"'fa-solid fa-envelope'      => __( 'Sobre / Email', 'ce-construction' ),"
inc/customizer.php,656,__,"'fa-solid fa-calendar'      => __( 'Calendario', 'ce-construction' ),"
inc/customizer.php,657,__,"'fa-solid fa-circle-check'  => __( 'Check en círculo', 'ce-construction' ),"
inc/customizer.php,658,__,"'fa-solid fa-bolt'          => __( 'Rayo', 'ce-construction' ),"
inc/customizer.php,659,__,"'fa-solid fa-handshake'     => __( 'Apretón de manos', 'ce-construction' ),"
inc/customizer.php,660,__,"'fa-solid fa-headset'       => __( 'Auriculares (soporte)', 'ce-construction' ),"
inc/customizer.php,661,__,"'fa-solid fa-shield-halved' => __( 'Escudo (confianza)', 'ce-construction' ),"
inc/customizer.php,669,__,"'label'       => __( 'Icono del botón CTA', 'ce-construction' ),"
inc/customizer.php,670,__,'description' => __( 'Solo afecta al botón de la sección CTA de ancho completo (Home/páginas/archivos). El slot de CTA en los sidebars de Servicios/Proyectos...
inc/customizer.php,681,__,"'label'       => __( 'Color del botón CTA (incluye el slot de CTA en sidebars)', 'ce-construction' ),"
inc/customizer.php,682,__,"'description' => __( 'Sobrescribe el color de fondo del botón ""Solicitar Cotización"" en la sección CTA y, por compartir el mismo campo (ver DECISIONS.md D-06..."
inc/customizer.php,697,__,"'title'       => __( 'CE: CTA Secundario', 'ce-construction' ),"
inc/customizer.php,698,__,"'description' => __( 'Contenido de la sección ""CTA Secundario"" del Home Builder — el mismo componente visual que ""CE: Sección CTA"", con su propio texto y bot..."
inc/customizer.php,702,__,"'ce_cta2_title'    => __( 'Título CTA Secundario', 'ce-construction' ),"
inc/customizer.php,703,__,"'ce_cta2_text'     => __( 'Texto CTA Secundario', 'ce-construction' ),"
inc/customizer.php,704,__,"'ce_cta2_btn_text' => __( 'Texto del botón CTA Secundario', 'ce-construction' ),"
inc/customizer.php,705,__,"'ce_cta2_btn_url'  => __( 'URL del botón CTA Secundario', 'ce-construction' ),"
inc/customizer.php,732,__,"'label'       => __( 'Icono del botón CTA Secundario', 'ce-construction' ),"
inc/customizer.php,743,__,"'label'       => __( 'Color del botón CTA Secundario', 'ce-construction' ),"
inc/customizer.php,744,__,"'description' => __( 'Igual que el color del CTA principal, pero independiente. El color al pasar el cursor se calcula automáticamente (más oscuro). Vacío = ..."
inc/customizer.php,752,__,"'title'    => __( 'CE: Footer', 'ce-construction' ),"
inc/customizer.php,774,__,"'label'       => __( 'Logo del Footer (opcional)', 'ce-construction' ),"
inc/customizer.php,775,__,"'description' => __( 'Variante del logo pensada para el fondo oscuro del footer (p. ej. una versión en blanco/clara del logo). Si no se configura, el footer ..."
inc/customizer.php,783,__,"'label'   => __( 'Texto ""Sobre nosotros"" en footer', 'ce-construction' ),"
inc/customizer.php,789,__,"'label'   => __( 'Texto de Copyright', 'ce-construction' ),"
inc/customizer.php,801,__,"'title'       => __( 'CE: Formulario de Cotización', 'ce-construction' ),"
inc/customizer.php,802,__,"'description' => __( 'Define el comportamiento del formulario de cotización. Desde el Entregable UX-3.2, los botones ""Solicitar Cotización"" del sitio abren s..."
inc/customizer.php,813,__,"'label'   => __( 'Modo del formulario de cotización', 'ce-construction' ),"
inc/customizer.php,822,__,"'integrated' => __( 'Integrado + Popup (se muestra el formulario en el Home/Servicios/Proyectos, y los botones también abren el popup)', 'ce-construction' ),"
inc/customizer.php,823,__,"'modal'      => __( 'Solo Popup (los botones abren el popup; no se muestra el formulario integrado en ninguna página)', 'ce-construction' ),"
inc/customizer.php,824,__,"'disabled'   => __( 'Desactivado (oculta todos los botones de cotización y el popup)', 'ce-construction' ),"
inc/customizer.php,836,__,"'title'       => __( 'CE: Sidebars (Servicios/Proyectos)', 'ce-construction' ),"
inc/customizer.php,837,__,"'description' => __( 'Slot opcional al final de cada sidebar, debajo de la card de contacto fija. Desactivado por defecto — no cambia nada hasta que elijas u..."
inc/customizer.php,842,__,"'none'       => __( 'Ninguno (comportamiento actual, sin slot adicional)', 'ce-construction' ),"
inc/customizer.php,843,__,"'cta'        => __( 'CTA (reutiliza el CTA principal del Home — mismos textos/botón configurados en ""CE: Sección CTA"")', 'ce-construction' ),"
inc/customizer.php,844,__,"'testimonio' => __( 'Testimonio (uno al azar entre los ya publicados, con la misma card del Home)', 'ce-construction' ),"
inc/customizer.php,853,__,"'label'    => __( 'Slot del sidebar de Servicios', 'ce-construction' ),"
inc/customizer.php,866,__,"'label'    => __( 'Slot del sidebar de Proyectos', 'ce-construction' ),"
inc/customizer.php,888,__,"'title'       => __( 'CE: Estadísticas', 'ce-construction' ),"
inc/customizer.php,889,__,"'description' => __( 'Contadores animados del Home (proyectos realizados, clientes, años de experiencia, etc.). Añade, quita o reordena estadísticas con los ..."
inc/customizer.php,899,__,"'label'       => __( 'Estadísticas', 'ce-construction' ),"
inc/customizer.php,900,__,"'description' => __( 'El sufijo (ej. ""+"") se añade después del número al animarse. El icono usa el mismo formato que el resto del tema (ej. ""fa-solid fa-buil..."
inc/customizer.php,918,__,"'title'       => __( 'CE: Insignias de Confianza', 'ce-construction' ),"
inc/customizer.php,919,__,"'description' => __( 'Licencias, seguros, certificaciones o afiliaciones que respaldan al negocio. Cada insignia admite una imagen (opcional), una etiqueta, ..."
inc/customizer.php,929,__,"'label'       => __( 'Insignias de Confianza', 'ce-construction' ),"
inc/customizer.php,930,__,"'description' => __( 'La imagen es opcional: sin ella, la insignia se muestra como un icono genérico + la etiqueta de texto. El número de licencia y el enlac..."
inc/customizer.php,948,__,"'title'       => __( 'CE: Testimonios', 'ce-construction' ),"
inc/customizer.php,949,__,"'description' => __( 'Crea una Página normal de WordPress con el contenido [ce_section key=""testimonials_full""] (grid completo de Testimonios con paginación)..."
inc/customizer.php,958,__,"'label'   => __( 'URL de la página de Testimonios', 'ce-construction' ),"
inc/customizer.php,994,__,"'title'       => __( 'CE: Google Reviews (Trustindex)', 'ce-construction' ),"
inc/customizer.php,995,__,"'description' => __( 'Pega aquí el código de embed/shortcode que tu cuenta de Trustindex genera para mostrar tus reseñas de Google (script, div o iframe, seg..."
inc/customizer.php,1005,__,"'label'       => __( 'Código de embed de Trustindex', 'ce-construction' ),"
inc/customizer.php,1006,__,"'description' => __( 'Cópialo tal cual desde tu cuenta de Trustindex (Dashboard → Widgets → Embed). Admite script, div e iframe; cualquier otra etiqueta se e..."
inc/customizer.php,1023,__,"'title'       => __( 'CE: Financiamiento', 'ce-construction' ),"
inc/customizer.php,1024,__,"'description' => __( 'Contenido de la sección ""Financiamiento"" del Home Builder — mismo componente visual que ""CE: Sección CTA"", con su propio texto y botón ..."
inc/customizer.php,1028,__,"'ce_financing_title'    => __( 'Título de Financiamiento', 'ce-construction' ),"
inc/customizer.php,1029,__,"'ce_financing_text'     => __( 'Texto de Financiamiento', 'ce-construction' ),"
inc/customizer.php,1030,__,"'ce_financing_btn_text' => __( 'Texto del botón de Financiamiento', 'ce-construction' ),"
inc/customizer.php,1031,__,"'ce_financing_btn_url'  => __( 'URL del botón de Financiamiento', 'ce-construction' ),"
inc/customizer.php,1055,__,"'title'       => __( 'CE: Popup de Oferta', 'ce-construction' ),"
inc/customizer.php,1056,__,'description' => __( 'Popup independiente del Formulario de Cotización (no lo reemplaza ni lo modifica): se muestra una sola vez tras el tiempo de espera con...
inc/customizer.php,1065,__,"'label'   => __( 'Activar el Popup de Oferta', 'ce-construction' ),"
inc/customizer.php,1072,__,"'label'   => __( 'Título de la oferta', 'ce-construction' ),"
inc/customizer.php,1078,__,"'default'           => __( 'Oferta por tiempo limitado', 'ce-construction' ),"
inc/customizer.php,1082,__,"'label'       => __( 'Texto de la insignia superior (opcional)', 'ce-construction' ),"
inc/customizer.php,1083,__,"'description' => __( 'Etiqueta corta encima del título (ej. ""Oferta por tiempo limitado"", ""Solo esta semana""). Déjalo vacío para no mostrar ninguna.', 'ce-co..."
inc/customizer.php,1093,__,"'label'       => __( 'Icono (clase Font Awesome)', 'ce-construction' ),"
inc/customizer.php,1094,__,"'description' => __( 'Mismo mecanismo ya usado por el icono del botón de ""CE: Sección CTA"" (UX-7.4) — ej. fa-solid fa-tags, fa-solid fa-gift, fa-solid fa-per..."
inc/customizer.php,1101,__,"'label'   => __( 'Texto/descripción de la oferta', 'ce-construction' ),"
inc/customizer.php,1107,__,"'default'           => __( 'Quiero mi cotización', 'ce-construction' ),"
inc/customizer.php,1111,__,"'label'   => __( 'Texto del botón', 'ce-construction' ),"
inc/customizer.php,1121,__,"'label'       => __( 'Destino del botón', 'ce-construction' ),"
inc/customizer.php,1122,__,"'description' => __( '""Abrir Formulario de Cotización"" reutiliza el popup de cotización ya existente del sitio (no crea uno nuevo). ""Ir a una URL"" usa el cam..."
inc/customizer.php,1126,__,"'quote_form' => __( 'Abrir el Formulario de Cotización existente', 'ce-construction' ),"
inc/customizer.php,1127,__,"'url'        => __( 'Ir a una URL específica', 'ce-construction' ),"
inc/customizer.php,1133,__,"'label'       => __( 'URL del botón (solo si el destino es ""Ir a una URL específica"")', 'ce-construction' ),"
inc/customizer.php,1134,__,"'description' => __( 'Se ignora si el destino elegido arriba es ""Abrir el Formulario de Cotización"".', 'ce-construction' ),"
inc/customizer.php,1144,__,"'label'       => __( 'Retraso antes de mostrarse (segundos)', 'ce-construction' ),"
inc/customizer.php,1145,__,"'description' => __( 'Valor fijo (no aleatorio). Recomendado entre 5 y 8 segundos.', 'ce-construction' ),"
inc/customizer.php,1156,__,"'label'       => __( 'Supresión al cerrar / al hacer clic sin convertir', 'ce-construction' ),"
inc/customizer.php,1157,__,"'description' => __( 'Durante este tiempo, el popup no volverá a aparecer para ese visitante en ninguna página del sitio (cookie de navegador).', 'ce-constru..."
